Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771873999912,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.522403717041016,48.485172271728516,54.031898498535156,50.21433639526367,51.07647705078125,47.0694694519043,47.29218673706055,47.9454231262207,47.905540466308594,47.722190856933594,50,50,0,100,0,0,0,0,0,0,10.886499404907227,17179869184,0,9587671040,0
209,1771873999912,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.522403717041016,48.485172271728516,54.031898498535156,50.21433639526367,51.07647705078125,47.0694694519043,47.29218673706055,47.9454231262207,47.905540466308594,47.722190856933594,100,100,100,50,0,0,NaN,0,0,0,10.886499404907227,17179869184,0,9587818496,0
209,1771874000122,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.522403717041016,48.485172271728516,54.031898498535156,50.21433639526367,51.07647705078125,47.0694694519043,47.29218673706055,47.9454231262207,47.905540466308594,47.722190856933594,85.71428680419922,90,57.142860412597656,65,38.095237731933594,28.571430206298828,9.090909004211426,0,0,0,10.886499404907227,17179869184,0,9590571008,0
209,1771874000332,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.1158447265625,48.56195068359375,54.188446044921875,52.06745910644531,51.86737823486328,48.26974105834961,48.033477783203125,48.733314514160156,48.16314697265625,47.95703125,85.71428680419922,71.42857360839844,9.523809432983398,100,90.47618865966797,0,0,0,0,0,10.886499404907227,17179869184,0,9653436416,0
209,1771874000542,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.1158447265625,48.56195068359375,54.188446044921875,52.06745910644531,51.86737823486328,48.26974105834961,48.033477783203125,48.733314514160156,48.16314697265625,47.95703125,90,95.23809814453125,81.81818389892578,52.38095474243164,52.38095474243164,38.095237731933594,9.523809432983398,4.545454502105713,4.545454502105713,4.761904716491699,10.886499404907227,17179869184,0,9656451072,0
209,1771874000752,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.1158447265625,48.56195068359375,54.188446044921875,52.06745910644531,51.86737823486328,48.26974105834961,48.033477783203125,48.733314514160156,48.16314697265625,47.95703125,90.90909576416016,86.36363983154297,90.47618865966797,19.047618865966797,4.545454502105713,0,0,0,0,0,11.507417678833008,17179869184,0,9662627840,0
203,1771874000962,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.1158447265625,48.56195068359375,54.188446044921875,52.06745910644531,51.86737823486328,48.26974105834961,48.033477783203125,48.733314514160156,48.16314697265625,47.95703125,90,85,30.000001907348633,90.47618865966797,5,0,0,0,0,0,11.507417678833008,17179869184,0,9664528384,0
208,1771874001166,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.1158447265625,48.56195068359375,54.188446044921875,52.06745910644531,51.86737823486328,48.26974105834961,48.033477783203125,48.733314514160156,48.16314697265625,47.95703125,85,75,60.000003814697266,63.15789031982422,50,52.6315803527832,26.3157901763916,10,10,4.761904716491699,11.507417678833008,17179869184,0,9687072768,0
209,1771874001374,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,52.836692810058594,49.88761520385742,60.348602294921875,57.94853973388672,55.359535217285156,51.60795974731445,49.919830322265625,51.345577239990234,50.0322380065918,49.84308624267578,52.38095474243164,85.71428680419922,42.105262756347656,61.904762268066406,38.095237731933594,45.45454788208008,18.18181800842285,0,5,0,11.507417678833008,17179869184,0,9715744768,0
209,1771874001584,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,52.836692810058594,49.88761520385742,60.348602294921875,57.94853973388672,55.359535217285156,51.60795974731445,49.919830322265625,51.345577239990234,50.0322380065918,49.84308624267578,90.47618865966797,85.71428680419922,54.54545593261719,70,33.333335876464844,66.66667175292969,15.000000953674316,0,4.545454502105713,0,11.507417678833008,17179869184,0,9716711424,0
209,1771874001794,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,52.836692810058594,49.88761520385742,60.348602294921875,57.94853973388672,55.359535217285156,51.60795974731445,49.919830322265625,51.345577239990234,50.0322380065918,49.84308624267578,90.47618865966797,85.71428680419922,38.095237731933594,40.90909194946289,23.809524536132813,45,9.090909004211426,0,0,0,17.326061248779297,17179869184,0,9738469376,0
209,1771874002004,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,52.836692810058594,49.88761520385742,60.348602294921875,57.94853973388672,55.359535217285156,51.60795974731445,49.919830322265625,51.345577239990234,50.0322380065918,49.84308624267578,85.71428680419922,85.71428680419922,20,90.47618865966797,5,4.545454502105713,0,0,0,0,17.326061248779297,17179869184,0,9745956864,0
