Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771878370749,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.00184631347656,44.276397705078125,49.66291809082031,45.28951644897461,44.85509490966797,42.67335510253906,42.91993713378906,42.97989273071289,42.63526916503906,42.93011474609375,0,50,50,0,0,0,0,0,0,0,10.390341758728027,17179869184,0,9351462912,0
200,1771878370749,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.00184631347656,44.276397705078125,49.66291809082031,45.28951644897461,44.85509490966797,42.67335510253906,42.91993713378906,42.97989273071289,42.63526916503906,42.93011474609375,100,100,0,0,0,0,0,0,0,0,10.390341758728027,17179869184,0,9346433024,0
209,1771878370951,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.00184631347656,44.276397705078125,49.66291809082031,45.28951644897461,44.85509490966797,42.67335510253906,42.91993713378906,42.97989273071289,42.63526916503906,42.93011474609375,45,35,60.000003814697266,36.842105865478516,35,5.263157844543457,9.523809432983398,0,0,0,10.390341758728027,17179869184,0,9346433024,0
209,1771878371161,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.00184631347656,44.276397705078125,49.66291809082031,45.28951644897461,44.85509490966797,42.67335510253906,42.91993713378906,42.97989273071289,42.63526916503906,42.93011474609375,28.571430206298828,25,40,63.6363639831543,15.789472579956055,4.545454502105713,0,0,0,0,10.390341758728027,17179869184,0,9346433024,0
209,1771878371371,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.224090576171875,44.666831970214844,50.59974670410156,48.17848587036133,46.91173553466797,44.247032165527344,43.429786682128906,44.02799987792969,43.43950271606445,43.72388458251953,9.523809432983398,9.523809432983398,33.333335876464844,66.66667175292969,47.619049072265625,4.761904716491699,4.761904716491699,0,0,0,10.390341758728027,17179869184,0,9380577280,0
209,1771878371581,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.224090576171875,44.666831970214844,50.59974670410156,48.17848587036133,46.91173553466797,44.247032165527344,43.429786682128906,44.02799987792969,43.43950271606445,43.72388458251953,0,4.761904716491699,23.809524536132813,65,4.545454502105713,14.285715103149414,0,0,0,0,10.390341758728027,17179869184,0,9383034880,0
206,1771878371791,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.224090576171875,44.666831970214844,50.59974670410156,48.17848587036133,46.91173553466797,44.247032165527344,43.429786682128906,44.02799987792969,43.43950271606445,43.72388458251953,23.809524536132813,23.809524536132813,66.66667175292969,42.85714340209961,10,0,0,0,0,0,10.932927131652832,17179869184,0,9386278912,0
208,1771878371997,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.224090576171875,44.666831970214844,50.59974670410156,48.17848587036133,46.91173553466797,44.247032165527344,43.429786682128906,44.02799987792969,43.43950271606445,43.72388458251953,25,28.571430206298828,70,47.619049072265625,50,23.809524536132813,30.000001907348633,9.523809432983398,9.523809432983398,9.090909004211426,10.932927131652832,17179869184,0,9407741952,0
209,1771878372206,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.224090576171875,44.666831970214844,50.59974670410156,48.17848587036133,46.91173553466797,44.247032165527344,43.429786682128906,44.02799987792969,43.43950271606445,43.72388458251953,19.047618865966797,14.285715103149414,52.38095474243164,60.000003814697266,27.272727966308594,28.571430206298828,4.761904716491699,0,0,0,10.932927131652832,17179869184,0,9442787328,0
209,1771878372416,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.43961715698242,45.55796432495117,53.12324523925781,51.292545318603516,48.823829650878906,46.114906311035156,44.88322830200195,45.976539611816406,44.33839416503906,44.758575439453125,26.3157901763916,15.000000953674316,60.000003814697266,52.38095474243164,9.523809432983398,23.809524536132813,4.761904716491699,4.761904716491699,0,0,10.932927131652832,17179869184,0,9442525184,0
209,1771878372626,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.43961715698242,45.55796432495117,53.12324523925781,51.292545318603516,48.823829650878906,46.114906311035156,44.88322830200195,45.976539611816406,44.33839416503906,44.758575439453125,28.571430206298828,27.272727966308594,66.66667175292969,33.333335876464844,19.047618865966797,36.3636360168457,4.761904716491699,0,0,0,10.932927131652832,17179869184,0,9476702208,0
10,1771878372836,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.43961715698242,45.55796432495117,53.12324523925781,51.292545318603516,48.823829650878906,46.114906311035156,44.88322830200195,45.976539611816406,44.33839416503906,44.758575439453125,10,5,80.95238494873047,18.18181800842285,0,0,0,0,0,0,14.805706977844238,17179869184,0,9476702208,0
