Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771878511279,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.725059509277344,44.28748321533203,48.50103759765625,44.92247772216797,44.698951721191406,42.663673400878906,43.33097457885742,43.449642181396484,43.04728698730469,43.030120849609375,100,NaN,0,NaN,0,0,0,0,0,0,8.721714973449707,17179869184,0,9342287872,0
203,1771878511280,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.725059509277344,44.28748321533203,48.50103759765625,44.92247772216797,44.698951721191406,42.663673400878906,43.33097457885742,43.449642181396484,43.04728698730469,43.030120849609375,NaN,100,100,0,0,0,0,NaN,NaN,0,8.721714973449707,17179869184,0,9342287872,0
209,1771878511484,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.725059509277344,44.28748321533203,48.50103759765625,44.92247772216797,44.698951721191406,42.663673400878906,43.33097457885742,43.449642181396484,43.04728698730469,43.030120849609375,57.142860412597656,55,68.42105102539063,47.619049072265625,23.809524536132813,5,0,0,0,0,8.721714973449707,17179869184,0,9342287872,0
209,1771878511694,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.725059509277344,44.28748321533203,48.50103759765625,44.92247772216797,44.698951721191406,42.663673400878906,43.33097457885742,43.449642181396484,43.04728698730469,43.030120849609375,20,14.285715103149414,47.619049072265625,30.000001907348633,65,0,0,0,0,0,8.721714973449707,17179869184,0,9342287872,0
209,1771878511904,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.725059509277344,44.28748321533203,48.50103759765625,44.92247772216797,44.698951721191406,42.663673400878906,43.33097457885742,43.449642181396484,43.04728698730469,43.030120849609375,14.285715103149414,9.523809432983398,80.95238494873047,33.333335876464844,68.18181610107422,4.545454502105713,0,0,0,0,7.922178268432617,17179869184,0,9376481280,0
209,1771878512114,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.725059509277344,44.28748321533203,48.50103759765625,44.92247772216797,44.698951721191406,42.663673400878906,43.33097457885742,43.449642181396484,43.04728698730469,43.030120849609375,15.000000953674316,9.523809432983398,100,45.45454788208008,10,5,0,0,0,0,7.922178268432617,17179869184,0,9365471232,0
209,1771878512324,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.69537353515625,44.91497039794922,54.593505859375,49.952857971191406,49.07281494140625,45.29570007324219,44.29182434082031,44.89467239379883,43.82312774658203,44.172096252441406,20,19.047618865966797,90.47618865966797,31.57894515991211,0,0,0,0,0,0,7.922178268432617,17179869184,0,9368633344,0
209,1771878512534,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.69537353515625,44.91497039794922,54.593505859375,49.952857971191406,49.07281494140625,45.29570007324219,44.29182434082031,44.89467239379883,43.82312774658203,44.172096252441406,31.57894515991211,30.000001907348633,68.18181610107422,59.09090805053711,33.333335876464844,20,13.636363983154297,9.090909004211426,0,4.761904716491699,7.922178268432617,17179869184,0,9368633344,0
209,1771878512744,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.69537353515625,44.91497039794922,54.593505859375,49.952857971191406,49.07281494140625,45.29570007324219,44.29182434082031,44.89467239379883,43.82312774658203,44.172096252441406,36.3636360168457,26.3157901763916,65,35,18.18181800842285,30.434782028198242,10,0,0,0,13.364790916442871,17179869184,0,9368633344,0
209,1771878512954,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.69537353515625,44.91497039794922,54.593505859375,49.952857971191406,49.07281494140625,45.29570007324219,44.29182434082031,44.89467239379883,43.82312774658203,44.172096252441406,31.57894515991211,36.3636360168457,55,30.000001907348633,9.523809432983398,52.6315803527832,4.761904716491699,4.545454502105713,0,0,13.364790916442871,17179869184,0,9422995456,0
12,1771878513164,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.69537353515625,44.91497039794922,54.593505859375,49.952857971191406,49.07281494140625,45.29570007324219,44.29182434082031,44.89467239379883,43.82312774658203,44.172096252441406,33.333335876464844,15.000000953674316,59.09090805053711,27.272727966308594,20,34.78260803222656,0,0,0,0,13.364790916442871,17179869184,0,9392439296,0
