Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772104340689,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,100,0,0,50,0,0,0,0,0,0,9.282876014709473,17179869184,2147483648,10085318656,1210974208
204,1772104340689,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,0,100,0,0,0,0,NaN,0,0,0,9.282876014709473,17179869184,2147483648,10086694912,1210974208
204,1772104340894,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,25,25,18.18181800842285,5.263157844543457,5,0,0,57.142860412597656,23.809524536132813,21.052631378173828,9.282876014709473,17179869184,2147483648,10128637952,1210974208
204,1772104341099,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,65,70,50,52.38095474243164,0,0,0,36.842105865478516,25,40.90909194946289,9.282876014709473,17179869184,2147483648,10167861248,1210974208
204,1772104341304,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,61.904762268066406,66.66667175292969,50,61.904762268066406,9.523809432983398,4.761904716491699,4.761904716491699,52.38095474243164,38.095237731933594,26.3157901763916,9.282876014709473,17179869184,2147483648,10175053824,1210974208
204,1772104341509,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,20,23.809524536132813,30.000001907348633,14.285715103149414,15.000000953674316,0,0,40,30.000001907348633,22.72727394104004,9.282876014709473,17179869184,2147483648,10174578688,1210974208
204,1772104341714,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,40,10,14.285715103149414,10,0,0,0,13.636363983154297,75,15.000000953674316,12.979876518249512,17179869184,2147483648,10177708032,1210974208
200,1772104341919,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,14.285715103149414,10.526315689086914,9.523809432983398,10,0,0,0,10,85.71428680419922,0,12.979876518249512,17179869184,2147483648,10177724416,1210974208
202,1772104342119,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,26.3157901763916,14.285715103149414,21.052631378173828,15.000000953674316,30.000001907348633,0,4.761904716491699,65,40,50,12.979876518249512,17179869184,2147483648,10177724416,1210974208
204,1772104342322,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,25,30.000001907348633,20,14.285715103149414,20,19.047618865966797,10,30.000001907348633,80,25,12.979876518249512,17179869184,2147483648,10166796288,1210974208
204,1772104342527,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,19.047618865966797,14.285715103149414,15.000000953674316,5,5,0,0,10,80.95238494873047,4.761904716491699,12.979876518249512,17179869184,2147483648,10172678144,1210974208
204,1772104342732,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,20,20,14.285715103149414,19.047618865966797,9.090909004211426,0,0,19.047618865966797,85,0,20.468524932861328,17179869184,2147483648,10173333504,1210974208
204,1772104342937,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,20,23.809524536132813,10,0,0,0,0,52.6315803527832,47.619049072265625,0,20.468524932861328,17179869184,2147483648,10170925056,1210974208
