Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771878742335,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.90101623535156,43.68003463745117,49.43718719482422,45.26032638549805,45.00878143310547,42.33251953125,42.64829635620117,43.041961669921875,43.1741943359375,42.370216369628906,66.66667175292969,50,33.333335876464844,0,0,0,0,0,0,0,7.904018402099609,17179869184,0,9444278272,0
209,1771878742335,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.90101623535156,43.68003463745117,49.43718719482422,45.26032638549805,45.00878143310547,42.33251953125,42.64829635620117,43.041961669921875,43.1741943359375,42.370216369628906,0,50,100,0,0,0,0,0,0,0,7.904018402099609,17179869184,0,9444556800,0
12,1771878742546,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.90101623535156,43.68003463745117,49.43718719482422,45.26032638549805,45.00878143310547,42.33251953125,42.64829635620117,43.041961669921875,43.1741943359375,42.370216369628906,40,4.761904716491699,33.333335876464844,9.090909004211426,9.090909004211426,0,0,0,0,0,7.904018402099609,17179869184,0,9443147776,0
