Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771879229350,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.34601593017578,45.191314697265625,49.779563903808594,46.335845947265625,45.65498352050781,43.233943939208984,44.44834518432617,44.908531188964844,44.00278091430664,44.110450744628906,50,50,0,0,0,0,0,0,0,0,8.23055362701416,17179869184,0,9291071488,0
206,1771879229350,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.34601593017578,45.191314697265625,49.779563903808594,46.335845947265625,45.65498352050781,43.233943939208984,44.44834518432617,44.908531188964844,44.00278091430664,44.110450744628906,100,NaN,100,50,0,0,0,0,0,0,8.23055362701416,17179869184,0,9290219520,0
209,1771879229557,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.34601593017578,45.191314697265625,49.779563903808594,46.335845947265625,45.65498352050781,43.233943939208984,44.44834518432617,44.908531188964844,44.00278091430664,44.110450744628906,10,13.636363983154297,33.333335876464844,55,31.81818199157715,0,0,0,0,0,8.23055362701416,17179869184,0,9426370560,0
204,1771879229767,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.34601593017578,45.191314697265625,49.779563903808594,46.335845947265625,45.65498352050781,43.233943939208984,44.44834518432617,44.908531188964844,44.00278091430664,44.110450744628906,23.809524536132813,35,80.95238494873047,61.904762268066406,0,31.81818199157715,4.545454502105713,0,0,0,7.8520331382751465,17179869184,0,9491202048,0
209,1771879229971,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.34601593017578,45.191314697265625,49.779563903808594,46.335845947265625,45.65498352050781,43.233943939208984,44.44834518432617,44.908531188964844,44.00278091430664,44.110450744628906,25,25,55,47.619049072265625,15.000000953674316,52.6315803527832,5,5,5,4.761904716491699,7.8520331382751465,17179869184,0,9418932224,0
203,1771879230181,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.34601593017578,45.191314697265625,49.779563903808594,46.335845947265625,45.65498352050781,43.233943939208984,44.44834518432617,44.908531188964844,44.00278091430664,44.110450744628906,15.000000953674316,14.285715103149414,42.105262756347656,38.095237731933594,59.09090805053711,0,0,0,0,0,7.8520331382751465,17179869184,0,9483550720,0
205,1771879230385,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.4975700378418,46.234107971191406,54.81944274902344,51.7686882019043,50.237586975097656,48.17550277709961,45.56798553466797,46.59386444091797,45.293357849121094,45.71147918701172,30.000001907348633,15.789472579956055,52.38095474243164,57.894737243652344,20,20,0,0,0,0,7.8520331382751465,17179869184,0,9507913728,0
206,1771879230590,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.4975700378418,46.234107971191406,54.81944274902344,51.7686882019043,50.237586975097656,48.17550277709961,45.56798553466797,46.59386444091797,45.293357849121094,45.71147918701172,42.85714340209961,33.333335876464844,75,80.95238494873047,47.619049072265625,45.45454788208008,21.052631378173828,20,19.047618865966797,19.047618865966797,7.8520331382751465,17179869184,0,9522741248,0
206,1771879230797,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.4975700378418,46.234107971191406,54.81944274902344,51.7686882019043,50.237586975097656,48.17550277709961,45.56798553466797,46.59386444091797,45.293357849121094,45.71147918701172,33.333335876464844,28.571430206298828,47.619049072265625,60.000003814697266,15.000000953674316,30.000001907348633,0,4.545454502105713,0,0,14.299549102783203,17179869184,0,9392308224,0
209,1771879231003,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.4975700378418,46.234107971191406,54.81944274902344,51.7686882019043,50.237586975097656,48.17550277709961,45.56798553466797,46.59386444091797,45.293357849121094,45.71147918701172,40,21.052631378173828,57.894737243652344,60.000003814697266,23.809524536132813,14.285715103149414,4.761904716491699,0,0,0,14.299549102783203,17179869184,0,9480732672,0
6,1771879231213,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.4975700378418,46.234107971191406,54.81944274902344,51.7686882019043,50.237586975097656,48.17550277709961,45.56798553466797,46.59386444091797,45.293357849121094,45.71147918701172,33.333335876464844,27.272727966308594,57.142860412597656,59.09090805053711,14.285715103149414,9.523809432983398,4.761904716491699,0,0,0,14.299549102783203,17179869184,0,9134080000,0
