Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771877058866,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.416778564453125,46.60738754272461,50.50860595703125,47.615509033203125,46.526222229003906,43.84944152832031,45.479095458984375,45.519527435302734,45.32780075073242,45.880287170410156,50,100,0,0,0,0,0,0,0,0,7.470254898071289,17179869184,0,9237610496,0
202,1771877058866,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.416778564453125,46.60738754272461,50.50860595703125,47.615509033203125,46.526222229003906,43.84944152832031,45.479095458984375,45.519527435302734,45.32780075073242,45.880287170410156,NaN,0,0,50,0,0,0,0,0,0,7.470254898071289,17179869184,0,9237774336,0
209,1771877059069,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.416778564453125,46.60738754272461,50.50860595703125,47.615509033203125,46.526222229003906,43.84944152832031,45.479095458984375,45.519527435302734,45.32780075073242,45.880287170410156,52.38095474243164,55,57.894737243652344,45,35,5,0,0,0,0,7.470254898071289,17179869184,0,9238642688,0
209,1771877059279,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.31146240234375,47.24760055541992,54.25048828125,50.69799041748047,48.84846496582031,46.02177810668945,46.05039596557617,46.58243942260742,46.148765563964844,46.677268981933594,15.000000953674316,9.523809432983398,81.81818389892578,42.105262756347656,10,0,0,0,0,0,7.470254898071289,17179869184,0,9268068352,0
208,1771877059489,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.31146240234375,47.24760055541992,54.25048828125,50.69799041748047,48.84846496582031,46.02177810668945,46.05039596557617,46.58243942260742,46.148765563964844,46.677268981933594,23.809524536132813,20,65,52.38095474243164,23.809524536132813,18.18181800842285,0,0,0,0,7.470254898071289,17179869184,0,9299853312,0
209,1771877059698,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.31146240234375,47.24760055541992,54.25048828125,50.69799041748047,48.84846496582031,46.02177810668945,46.05039596557617,46.58243942260742,46.148765563964844,46.677268981933594,30.000001907348633,23.809524536132813,25,100,0,0,0,0,0,0,7.470254898071289,17179869184,0,9324249088,0
209,1771877059908,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.31146240234375,47.24760055541992,54.25048828125,50.69799041748047,48.84846496582031,46.02177810668945,46.05039596557617,46.58243942260742,46.148765563964844,46.677268981933594,25,15.000000953674316,66.66667175292969,66.66667175292969,0,0,0,0,0,0,12.855775833129883,17179869184,0,9324249088,0
202,1771877060118,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.31146240234375,47.24760055541992,54.25048828125,50.69799041748047,48.84846496582031,46.02177810668945,46.05039596557617,46.58243942260742,46.148765563964844,46.677268981933594,30.000001907348633,30.000001907348633,63.6363639831543,50,42.85714340209961,40.90909194946289,22.72727394104004,5,5,4.761904716491699,12.855775833129883,17179869184,0,9324249088,0
209,1771877060321,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.86391830444336,48.06978225708008,56.99181365966797,55.101627349853516,50.711029052734375,48.466739654541016,47.84925079345703,48.28651428222656,47.165313720703125,47.62068176269531,10,9.523809432983398,26.3157901763916,23.809524536132813,40.90909194946289,15.789472579956055,5.263157844543457,4.761904716491699,0,0,12.855775833129883,17179869184,0,9324249088,0
209,1771877060531,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.86391830444336,48.06978225708008,56.99181365966797,55.101627349853516,50.711029052734375,48.466739654541016,47.84925079345703,48.28651428222656,47.165313720703125,47.62068176269531,14.285715103149414,14.285715103149414,54.54545593261719,10,40,0,9.523809432983398,0,0,0,12.855775833129883,17179869184,0,9364701184,0
209,1771877060741,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.86391830444336,48.06978225708008,56.99181365966797,55.101627349853516,50.711029052734375,48.466739654541016,47.84925079345703,48.28651428222656,47.165313720703125,47.62068176269531,28.571430206298828,38.095237731933594,52.38095474243164,47.619049072265625,42.85714340209961,4.761904716491699,0,0,0,0,15.660524368286133,17179869184,0,9386672128,0
