Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771496991231,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,50,50,50,0,0,0,0,0,0,0,8.189363479614258,17179869184,0,10727014400,0
204,1771496991231,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,100,100,50,100,100,NaN,0,NaN,0,0,8.189363479614258,17179869184,0,10730946560,0
204,1771496991436,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,76.19047546386719,70,63.15789031982422,55,60.000003814697266,35,15.000000953674316,4.545454502105713,0,5,8.299018859863281,17179869184,0,10776805376,0
204,1771496991641,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,50,35,38.095237731933594,40,90.47618865966797,4.545454502105713,10,0,0,0,8.299018859863281,17179869184,0,10776805376,0
204,1771496991846,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,10,9.523809432983398,5,15.000000953674316,70,21.052631378173828,25,0,4.761904716491699,0,8.299018859863281,17179869184,0,10822025216,0
204,1771496992051,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,10,14.285715103149414,4.761904716491699,9.090909004211426,80,13.636363983154297,18.18181800842285,4.761904716491699,14.285715103149414,4.761904716491699,8.299018859863281,17179869184,0,10884743168,0
201,1771496992256,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,57.142860412597656,55,55,52.6315803527832,80.95238494873047,42.105262756347656,20,5,0,5,9.60168743133545,17179869184,0,10862346240,0
204,1771496992457,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,55,42.105262756347656,45,42.85714340209961,65,80.95238494873047,33.333335876464844,30.000001907348633,15.000000953674316,0,9.60168743133545,17179869184,0,10893950976,0
204,1771496992662,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,45,52.38095474243164,40,50,47.36842346191406,42.85714340209961,5,30.000001907348633,25,19.047618865966797,9.60168743133545,17179869184,0,10896261120,0
204,1771496992867,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.882225036621094,48.542720794677734,43.32037353515625,43.148094177246094,41.67366027832031,38.176082611083984,37.24931716918945,39.43852615356445,30.000001907348633,25,28.571430206298828,28.571430206298828,43.4782600402832,5,10,47.619049072265625,33.333335876464844,10,9.60168743133545,17179869184,0,10911055872,0
