Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771879302467,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.48051452636719,46.60470199584961,52.516197204589844,48.21183776855469,47.33329772949219,45.30336380004883,45.178157806396484,45.978538513183594,45.56437301635742,45.40269470214844,0,100,0,0,0,NaN,0,0,0,0,8.007381439208984,17179869184,0,8853897216,0
203,1771879302467,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.48051452636719,46.60470199584961,52.516197204589844,48.21183776855469,47.33329772949219,45.30336380004883,45.178157806396484,45.978538513183594,45.56437301635742,45.40269470214844,100,100,NaN,0,50,0,0,0,0,0,8.007381439208984,17179869184,0,8853979136,0
209,1771879302671,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.48051452636719,46.60470199584961,52.516197204589844,48.21183776855469,47.33329772949219,45.30336380004883,45.178157806396484,45.978538513183594,45.56437301635742,45.40269470214844,55,55,61.904762268066406,45,30.000001907348633,5,0,0,0,0,8.007381439208984,17179869184,0,8863678464,0
209,1771879302881,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.48051452636719,46.60470199584961,52.516197204589844,48.21183776855469,47.33329772949219,45.30336380004883,45.178157806396484,45.978538513183594,45.56437301635742,45.40269470214844,20,14.285715103149414,40,14.285715103149414,80.95238494873047,0,0,0,0,0,15.021486282348633,17179869184,0,8913928192,0
209,1771879303091,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.48051452636719,46.60470199584961,52.516197204589844,48.21183776855469,47.33329772949219,45.30336380004883,45.178157806396484,45.978538513183594,45.56437301635742,45.40269470214844,95.23809814453125,66.66667175292969,28.571430206298828,14.285715103149414,61.904762268066406,45.45454788208008,4.761904716491699,0,4.545454502105713,0,15.021486282348633,17179869184,0,8983576576,0
209,1771879303301,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.52640914916992,47.01613998413086,52.72461700439453,49.02171325683594,52.58252716064453,50.158687591552734,45.538429260253906,46.37837600708008,46.19272232055664,46.41657257080078,90.90909576416016,80.95238494873047,0,0,0,100,0,0,0,0,15.021486282348633,17179869184,0,9034121216,0
205,1771879303511,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.52640914916992,47.01613998413086,52.72461700439453,49.02171325683594,52.58252716064453,50.158687591552734,45.538429260253906,46.37837600708008,46.19272232055664,46.41657257080078,55,76.19047546386719,9.523809432983398,14.285715103149414,4.761904716491699,90.47618865966797,0,0,0,0,15.021486282348633,17179869184,0,9066283008,0
203,1771879303717,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.52640914916992,47.01613998413086,52.72461700439453,49.02171325683594,52.58252716064453,50.158687591552734,45.538429260253906,46.37837600708008,46.19272232055664,46.41657257080078,40,35,60.000003814697266,60.000003814697266,50,55,38.095237731933594,20,19.047618865966797,19.047618865966797,12.241576194763184,17179869184,0,9088909312,0
209,1771879303921,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.52640914916992,47.01613998413086,52.72461700439453,49.02171325683594,52.58252716064453,50.158687591552734,45.538429260253906,46.37837600708008,46.19272232055664,46.41657257080078,10.526315689086914,14.285715103149414,57.142860412597656,57.894737243652344,23.809524536132813,19.047618865966797,10,0,5,0,12.241576194763184,17179869184,0,9121464320,0
209,1771879304131,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.52640914916992,47.01613998413086,52.72461700439453,49.02171325683594,52.58252716064453,50.158687591552734,45.538429260253906,46.37837600708008,46.19272232055664,46.41657257080078,33.333335876464844,25,57.142860412597656,28.571430206298828,40,9.523809432983398,14.285715103149414,4.761904716491699,0,0,12.241576194763184,17179869184,0,9124167680,0
