Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771875182517,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.01521301269531,46.338375091552734,51.94060516357422,47.63683319091797,47.245567321777344,45.19151306152344,45.13116455078125,45.327693939208984,45.449737548828125,45.66351318359375,100,50,0,0,0,0,0,0,0,0,7.644747734069824,17179869184,0,9283469312,0
211,1771875182517,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.01521301269531,46.338375091552734,51.94060516357422,47.63683319091797,47.245567321777344,45.19151306152344,45.13116455078125,45.327693939208984,45.449737548828125,45.66351318359375,0,NaN,66.66667175292969,100,0,0,0,0,0,0,7.644747734069824,17179869184,0,9283780608,0
10,1771875182731,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.01521301269531,46.338375091552734,51.94060516357422,47.63683319091797,47.245567321777344,45.19151306152344,45.13116455078125,45.327693939208984,45.449737548828125,45.66351318359375,60.000003814697266,45.45454788208008,36.842105865478516,9.523809432983398,9.090909004211426,0,0,0,0,0,10.582509994506836,17179869184,0,9283780608,0
