Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772102096825,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,0,0,100,0,NaN,0,0,0,0,0,10.029854774475098,17179869184,2147483648,9481895936,1210974208
204,1772102096825,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,NaN,NaN,100,NaN,100,100,50,NaN,NaN,0,10.029854774475098,17179869184,2147483648,9482158080,1210974208
204,1772102097031,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,33.333335876464844,28.571430206298828,23.809524536132813,23.809524536132813,95,40,9.523809432983398,0,0,0,10.029854774475098,17179869184,2147483648,9655664640,1210974208
204,1772102097236,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,76.19047546386719,70,65,66.66667175292969,76.19047546386719,23.809524536132813,10,5,0,0,10.029854774475098,17179869184,2147483648,9689563136,1210974208
202,1772102097441,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,60.000003814697266,71.42857360839844,52.6315803527832,65,40,76.19047546386719,10,9.523809432983398,4.761904716491699,0,10.029854774475098,17179869184,2147483648,9672802304,1210974208
204,1772102097644,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,26.3157901763916,28.571430206298828,31.81818199157715,19.047618865966797,57.142860412597656,40,10,0,0,0,10.029854774475098,17179869184,2147483648,9737191424,1210974208
203,1772102097849,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,40.90909194946289,36.842105865478516,35,26.3157901763916,35,65,0,0,0,0,13.581220626831055,17179869184,2147483648,9856679936,1210974208
204,1772102098052,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,25,23.809524536132813,25,19.047618865966797,60.000003814697266,20,30.000001907348633,5,0,0,13.581220626831055,17179869184,2147483648,9751576576,1210974208
204,1772102098257,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,48.602542877197266,48.37212371826172,44.021034240722656,44.69260025024414,42.78096389770508,39.77379608154297,39.363704681396484,41.470584869384766,30.000001907348633,30.000001907348633,25,23.809524536132813,66.66667175292969,33.333335876464844,14.285715103149414,0,9.090909004211426,0,13.581220626831055,17179869184,2147483648,9909354496,1210974208
7,1772102098462,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,48.602542877197266,48.37212371826172,44.021034240722656,44.69260025024414,42.78096389770508,39.77379608154297,39.363704681396484,41.470584869384766,30.000001907348633,33.333335876464844,20,19.047618865966797,14.285715103149414,10,0,9.523809432983398,0,0,13.581220626831055,17179869184,2147483648,9428221952,1210974208
