Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772102012605,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,100,0,NaN,50,100,NaN,NaN,NaN,0,NaN,8.175861358642578,17179869184,2147483648,9567748096,1210974208
200,1772102012605,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,100,NaN,0,100,0,50,0,50,NaN,0,8.175861358642578,17179869184,2147483648,9567830016,1210974208
204,1772102012805,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,30.000001907348633,28.571430206298828,25,21.052631378173828,15.789472579956055,47.36842346191406,15.000000953674316,0,0,0,8.019295692443848,17179869184,2147483648,9567830016,1210974208
204,1772102013010,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,60.000003814697266,55,61.904762268066406,47.619049072265625,90.47618865966797,0,5,0,0,0,8.019295692443848,17179869184,2147483648,9567830016,1210974208
204,1772102013215,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,42.159568786621094,46.22645568847656,41.51078414916992,40.08717727661133,40.27226638793945,37.38718795776367,36.922630310058594,38.99209976196289,47.619049072265625,55,40,20,75,20,38.095237731933594,5,0,0,8.019295692443848,17179869184,2147483648,9696854016,1210974208
200,1772102013420,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,42.159568786621094,46.22645568847656,41.51078414916992,40.08717727661133,40.27226638793945,37.38718795776367,36.922630310058594,38.99209976196289,14.285715103149414,14.285715103149414,10,10,80.95238494873047,0,19.047618865966797,0,0,0,8.019295692443848,17179869184,2147483648,9785196544,1210974208
201,1772102013621,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,42.159568786621094,46.22645568847656,41.51078414916992,40.08717727661133,40.27226638793945,37.38718795776367,36.922630310058594,38.99209976196289,40,42.85714340209961,40,28.571430206298828,80,23.809524536132813,0,0,0,0,8.019295692443848,17179869184,2147483648,9785196544,1210974208
204,1772102013823,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,42.159568786621094,46.22645568847656,41.51078414916992,40.08717727661133,40.27226638793945,37.38718795776367,36.922630310058594,38.99209976196289,63.15789031982422,66.66667175292969,60.000003814697266,63.15789031982422,80,30.000001907348633,19.047618865966797,0,0,0,14.277358055114746,17179869184,2147483648,9785196544,1210974208
200,1772102014028,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,42.159568786621094,46.22645568847656,41.51078414916992,40.08717727661133,40.27226638793945,37.38718795776367,36.922630310058594,38.99209976196289,55,42.85714340209961,42.85714340209961,19.047618865966797,40,35,28.571430206298828,0,0,0,14.277358055114746,17179869184,2147483648,9785196544,1210974208
204,1772102014229,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,43.36725997924805,49.676353454589844,43.77458953857422,41.418861389160156,41.5152587890625,38.4527587890625,37.88703536987305,39.9815788269043,40,31.57894515991211,45,31.57894515991211,95.23809814453125,5,10,0,0,0,14.277358055114746,17179869184,2147483648,9836249088,1210974208
10,1772102014434,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,43.36725997924805,49.676353454589844,43.77458953857422,41.418861389160156,41.5152587890625,38.4527587890625,37.88703536987305,39.9815788269043,20,22.72727394104004,15.000000953674316,19.047618865966797,0,19.047618865966797,0,4.761904716491699,0,0,14.277358055114746,17179869184,2147483648,9362440192,1210974208
