Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772102165029,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,0,0,0,0,0,0,0,0,0,0,9.52696704864502,17179869184,2147483648,9557278720,1210974208
204,1772102165030,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,0,0,0,0,66.66667175292969,NaN,0,0,0,NaN,9.52696704864502,17179869184,2147483648,9558540288,1210974208
200,1772102165235,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,9.523809432983398,9.523809432983398,9.523809432983398,5,57.894737243652344,38.095237731933594,0,0,4.761904716491699,0,9.52696704864502,17179869184,2147483648,9558540288,1210974208
204,1772102165436,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,63.15789031982422,52.6315803527832,52.6315803527832,45,95,0,0,5.263157844543457,0,0,9.52696704864502,17179869184,2147483648,9558540288,1210974208
204,1772102165640,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,65,57.142860412597656,57.142860412597656,45,76.19047546386719,14.285715103149414,10,18.18181800842285,5,5,9.52696704864502,17179869184,2147483648,9605038080,1210974208
204,1772102165845,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,23.809524536132813,25,10,15.000000953674316,95.23809814453125,0,0,5,0,0,10.567944526672363,17179869184,2147483648,9632071680,1210974208
204,1772102166050,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,6.699999809265137,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,4.632999897003174,4.632999897003174,6.699999809265137,30.000001907348633,33.333335876464844,33.333335876464844,20,95,0,5,0,5,0,10.567944526672363,17179869184,2147483648,9637953536,1210974208
204,1772102166256,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.048213958740234,56.68143844604492,48.21957778930664,44.44514083862305,42.26423263549805,39.586326599121094,39.36735916137695,41.49419403076172,15.000000953674316,20,5.263157844543457,14.285715103149414,25,63.6363639831543,14.285715103149414,4.761904716491699,0,0,10.567944526672363,17179869184,2147483648,9635135488,1210974208
204,1772102166461,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.048213958740234,56.68143844604492,48.21957778930664,44.44514083862305,42.26423263549805,39.586326599121094,39.36735916137695,41.49419403076172,15.000000953674316,10,14.285715103149414,14.285715103149414,9.090909004211426,25,4.545454502105713,75,4.545454502105713,0,10.567944526672363,17179869184,2147483648,9635135488,1210974208
204,1772102166666,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.048213958740234,56.68143844604492,48.21957778930664,44.44514083862305,42.26423263549805,39.586326599121094,39.36735916137695,41.49419403076172,23.809524536132813,23.809524536132813,19.047618865966797,14.285715103149414,73.68421173095703,5,0,23.809524536132813,5,0,10.567944526672363,17179869184,2147483648,9636102144,1210974208
