Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771876569585,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.33628463745117,44.03090286254883,47.953346252441406,44.4576530456543,44.85163116455078,42.6905632019043,43.37226486206055,43.43708801269531,42.68699645996094,42.970664978027344,0,0,0,0,0,0,0,0,0,0,10.116608619689941,17179869184,0,9465511936,0
199,1771876569585,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.33628463745117,44.03090286254883,47.953346252441406,44.4576530456543,44.85163116455078,42.6905632019043,43.37226486206055,43.43708801269531,42.68699645996094,42.970664978027344,66.66667175292969,100,0,0,0,0,0,0,0,0,10.116608619689941,17179869184,0,9465511936,0
203,1771876569785,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.33628463745117,44.03090286254883,47.953346252441406,44.4576530456543,44.85163116455078,42.6905632019043,43.37226486206055,43.43708801269531,42.68699645996094,42.970664978027344,73.68421173095703,71.42857360839844,47.36842346191406,30.000001907348633,15.000000953674316,5,5,0,0,0,8.514717102050781,17179869184,0,9465511936,0
10,1771876569989,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,44.33628463745117,44.03090286254883,47.953346252441406,44.4576530456543,44.85163116455078,42.6905632019043,43.37226486206055,43.43708801269531,42.68699645996094,42.970664978027344,42.85714340209961,40,65,42.105262756347656,35,0,4.761904716491699,0,0,0,8.514717102050781,17179869184,0,9465511936,0
