Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771875009734,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.49248504638672,47.49329376220703,51.85491943359375,48.151344299316406,48.339447021484375,46.408973693847656,46.5125617980957,46.87957763671875,47.14045333862305,47.1173095703125,0,0,0,0,0,0,0,0,0,0,8.630382537841797,17179869184,0,9128738816,0
204,1771875009734,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.49248504638672,47.49329376220703,51.85491943359375,48.151344299316406,48.339447021484375,46.408973693847656,46.5125617980957,46.87957763671875,47.14045333862305,47.1173095703125,100,100,50,0,0,0,0,0,0,0,8.630382537841797,17179869184,0,9128738816,0
200,1771875009939,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.49248504638672,47.49329376220703,51.85491943359375,48.151344299316406,48.339447021484375,46.408973693847656,46.5125617980957,46.87957763671875,47.14045333862305,47.1173095703125,80,80,50,40,26.3157901763916,9.523809432983398,0,4.761904716491699,0,0,8.630382537841797,17179869184,0,9128738816,0
204,1771875010140,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.49248504638672,47.49329376220703,51.85491943359375,48.151344299316406,48.339447021484375,46.408973693847656,46.5125617980957,46.87957763671875,47.14045333862305,47.1173095703125,60.000003814697266,55,63.15789031982422,33.333335876464844,33.333335876464844,10.526315689086914,9.523809432983398,0,4.761904716491699,0,8.630382537841797,17179869184,0,9128738816,0
203,1771875010344,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.50294494628906,48.09525680541992,53.55944061279297,50.936187744140625,50.491294860839844,48.06056213378906,47.4575309753418,48.09272003173828,47.85719680786133,47.977516174316406,28.571430206298828,35,61.904762268066406,61.904762268066406,30.000001907348633,47.619049072265625,20,0,0,0,8.630382537841797,17179869184,0,9133555712,0
204,1771875010548,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.50294494628906,48.09525680541992,53.55944061279297,50.936187744140625,50.491294860839844,48.06056213378906,47.4575309753418,48.09272003173828,47.85719680786133,47.977516174316406,40,36.842105865478516,60.000003814697266,35,19.047618865966797,25,15.000000953674316,0,0,0,8.630382537841797,17179869184,0,9161883648,0
204,1771875010753,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.50294494628906,48.09525680541992,53.55944061279297,50.936187744140625,50.491294860839844,48.06056213378906,47.4575309753418,48.09272003173828,47.85719680786133,47.977516174316406,21.052631378173828,19.047618865966797,55,50,15.000000953674316,9.523809432983398,0,0,0,0,9.172693252563477,17179869184,0,9197273088,0
204,1771875010958,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.50294494628906,48.09525680541992,53.55944061279297,50.936187744140625,50.491294860839844,48.06056213378906,47.4575309753418,48.09272003173828,47.85719680786133,47.977516174316406,36.842105865478516,30.000001907348633,60.000003814697266,50,35,33.333335876464844,10,9.523809432983398,5,9.523809432983398,9.172693252563477,17179869184,0,9213198336,0
202,1771875011163,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.50294494628906,48.09525680541992,53.55944061279297,50.936187744140625,50.491294860839844,48.06056213378906,47.4575309753418,48.09272003173828,47.85719680786133,47.977516174316406,23.809524536132813,21.052631378173828,55,45,14.285715103149414,21.052631378173828,5,0,0,0,9.172693252563477,17179869184,0,9241018368,0
204,1771875011366,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,52.25629425048828,49.411922454833984,58.40431213378906,55.7013053894043,53.56189727783203,51.87735366821289,49.58998107910156,50.11436080932617,49.27399826049805,49.77397918701172,26.3157901763916,35,45,52.38095474243164,25,19.047618865966797,9.523809432983398,0,0,0,9.172693252563477,17179869184,0,9241886720,0
