Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771874757531,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.829559326171875,48.6636848449707,53.37981414794922,50.66564178466797,50.13201904296875,46.522300720214844,47.6401252746582,47.981117248535156,48.09744644165039,47.288230895996094,NaN,0,100,100,50,0,0,0,0,0,10.815788269042969,17179869184,0,9223192576,0
204,1771874757531,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.829559326171875,48.6636848449707,53.37981414794922,50.66564178466797,50.13201904296875,46.522300720214844,47.6401252746582,47.981117248535156,48.09744644165039,47.288230895996094,50,NaN,100,0,100,0,NaN,0,100,0,10.815788269042969,17179869184,0,9223258112,0
204,1771874757737,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.829559326171875,48.6636848449707,53.37981414794922,50.66564178466797,50.13201904296875,46.522300720214844,47.6401252746582,47.981117248535156,48.09744644165039,47.288230895996094,65,61.904762268066406,60.000003814697266,35,35,31.81818199157715,9.090909004211426,4.761904716491699,0,4.761904716491699,15.637752532958984,17179869184,0,9225961472,0
204,1771874757942,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.829559326171875,48.6636848449707,53.37981414794922,50.66564178466797,50.13201904296875,46.522300720214844,47.6401252746582,47.981117248535156,48.09744644165039,47.288230895996094,70,63.15789031982422,52.38095474243164,52.38095474243164,23.809524536132813,15.000000953674316,10,5,9.523809432983398,0,15.637752532958984,17179869184,0,9225306112,0
202,1771874758147,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.829559326171875,48.6636848449707,53.37981414794922,50.66564178466797,50.13201904296875,46.522300720214844,47.6401252746582,47.981117248535156,48.09744644165039,47.288230895996094,28.571430206298828,40,40,35,20,19.047618865966797,55,5,4.761904716491699,0,15.637752532958984,17179869184,0,9259892736,0
204,1771874758349,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.917205810546875,49.76805877685547,55.805511474609375,53.41132736206055,53.038902282714844,49.934288024902344,50.024085998535156,50.20474624633789,49.65369415283203,48.757789611816406,31.57894515991211,28.571430206298828,42.85714340209961,30.000001907348633,15.000000953674316,10,30.000001907348633,19.047618865966797,0,4.761904716491699,15.637752532958984,17179869184,0,9309192192,0
204,1771874758554,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.917205810546875,49.76805877685547,55.805511474609375,53.41132736206055,53.038902282714844,49.934288024902344,50.024085998535156,50.20474624633789,49.65369415283203,48.757789611816406,38.095237731933594,33.333335876464844,63.15789031982422,50,50,31.57894515991211,35,10.526315689086914,5,10,15.637752532958984,17179869184,0,9345171456,0
204,1771874758759,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.917205810546875,49.76805877685547,55.805511474609375,53.41132736206055,53.038902282714844,49.934288024902344,50.024085998535156,50.20474624633789,49.65369415283203,48.757789611816406,40,40,60.000003814697266,55,47.619049072265625,47.619049072265625,59.09090805053711,28.571430206298828,33.333335876464844,15.000000953674316,15.531757354736328,17179869184,0,9370861568,0
204,1771874758964,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.917205810546875,49.76805877685547,55.805511474609375,53.41132736206055,53.038902282714844,49.934288024902344,50.024085998535156,50.20474624633789,49.65369415283203,48.757789611816406,35,30.000001907348633,65,45,40,45,68.42105102539063,33.333335876464844,30.000001907348633,23.809524536132813,15.531757354736328,17179869184,0,9377890304,0
204,1771874759169,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.917205810546875,49.76805877685547,55.805511474609375,53.41132736206055,53.038902282714844,49.934288024902344,50.024085998535156,50.20474624633789,49.65369415283203,48.757789611816406,35,35,42.85714340209961,28.571430206298828,28.571430206298828,14.285715103149414,35,0,4.761904716491699,0,15.531757354736328,17179869184,0,9377890304,0
