Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771875458177,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.986881256103516,45.685054779052734,48.736595153808594,45.70222854614258,46.214935302734375,43.648658752441406,44.38619613647461,44.0886344909668,44.58999252319336,44.31327819824219,0,0,100,0,0,0,0,0,0,0,8.677289009094238,17179869184,0,9465741312,0
203,1771875458177,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.986881256103516,45.685054779052734,48.736595153808594,45.70222854614258,46.214935302734375,43.648658752441406,44.38619613647461,44.0886344909668,44.58999252319336,44.31327819824219,50,0,100,66.66667175292969,0,50,0,0,0,0,8.677289009094238,17179869184,0,9465741312,0
11,1771875458381,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,46.43290328979492,45.84160614013672,50.40966796875,48.22199249267578,46.56239318847656,43.9112663269043,44.5015869140625,44.648277282714844,44.87555694580078,44.41291046142578,44.4444465637207,14.285715103149414,30.000001907348633,5,0,0,0,0,0,0,8.677289009094238,17179869184,0,9465741312,0
