Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771875468899,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.24110794067383,45.36846160888672,48.07997131347656,44.8734130859375,45.61127471923828,42.98513412475586,44.23611831665039,43.61096954345703,44.028709411621094,43.662330627441406,NaN,0,100,0,0,0,0,0,0,0,8.54405403137207,17179869184,0,9452666880,0
204,1771875468899,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.24110794067383,45.36846160888672,48.07997131347656,44.8734130859375,45.61127471923828,42.98513412475586,44.23611831665039,43.61096954345703,44.028709411621094,43.662330627441406,50,100,100,0,0,0,50,0,0,0,8.54405403137207,17179869184,0,9452044288,0
204,1771875469104,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,45.24110794067383,45.36846160888672,48.07997131347656,44.8734130859375,45.61127471923828,42.98513412475586,44.23611831665039,43.61096954345703,44.028709411621094,43.662330627441406,65,63.15789031982422,60.000003814697266,42.85714340209961,23.809524536132813,5,0,0,0,0,8.54405403137207,17179869184,0,9452044288,0
12,1771875469310,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.00874328613281,46.14507293701172,53.014739990234375,49.00850296020508,47.28565979003906,44.84621810913086,44.865699768066406,44.89851379394531,45.18408966064453,44.502098083496094,38.88888931274414,13.636363983154297,35,9.523809432983398,0,0,0,0,0,0,8.54405403137207,17179869184,0,9452044288,0
